iter	MultiClass
415	0.05199629049
416	0.05198896886
417	0.05197970107
418	0.05197484624
419	0.05196640496
420	0.05196196539
421	0.0519542782
422	0.0519506185
423	0.05194196236
424	0.05193318981
425	0.05192843398
426	0.05192395442
427	0.05191576241
428	0.05190930012
429	0.05190115133
430	0.05189460703
431	0.05188555224
432	0.05188065821
433	0.05187568882
434	0.05186414883
435	0.05185759683
436	0.05184863541
437	0.05184149589
438	0.051835278
439	0.05182925388
440	0.05182552125
441	0.05181462798
442	0.05180683656
443	0.05179982128
444	0.05179143239
445	0.05178450532
446	0.05178202825
447	0.05177851697
448	0.05177350015
449	0.0517707463
450	0.05176574306
451	0.05175926717
452	0.05175501118
453	0.05174296651
454	0.05173819883
455	0.05172710747
456	0.05172141756
457	0.05171470866
458	0.05170928338
459	0.05170634069
460	0.05169674397
461	0.05168910759
462	0.05168353525
463	0.05167884263
464	0.05166725629
465	0.05166368684
466	0.05166152694
467	0.05165798797
468	0.05165296199
469	0.05164876644
470	0.05164026603
471	0.05163351403
472	0.05162621001
473	0.05162120918
474	0.05161703458
475	0.05161467973
476	0.05160923473
477	0.05160104543
478	0.05159502708
479	0.05158725505
480	0.05158174659
481	0.05157709477
482	0.05157383977
483	0.05156804111
484	0.05156338741
485	0.05155817931
486	0.05155311947
487	0.05154672573
488	0.05154212387
489	0.05153939084
490	0.05153485652
491	0.05152956323
492	0.05152339353
493	0.05152077804
494	0.05151786439
495	0.05151220233
496	0.05150619226
497	0.05150111105
498	0.05149537405
499	0.05148694948
500	0.05148107799
501	0.05147308116
502	0.05146678524
503	0.05146166417
504	0.05145255895
505	0.0514422799
506	0.05143355672
507	0.05142848199
508	0.05142251787
509	0.05141542264
510	0.05141368212
511	0.05140743123
512	0.05140120682
513	0.0513945998
514	0.05138562329
515	0.05137901816
516	0.05137221915
517	0.05136751786
518	0.05135627547
519	0.05135186889
520	0.05134849536
521	0.05134508638
522	0.05133920662
523	0.05133460222
524	0.05132952675
525	0.05132512208
526	0.0513186756
527	0.05131221386
528	0.05130473853
529	0.05130063923
530	0.05129365614
531	0.05128729991
532	0.05128206149
533	0.05126761158
534	0.05126145576
535	0.05125727266
536	0.05125338543
537	0.05124902493
538	0.05123999354
539	0.05123317433
540	0.05122458856
541	0.05121897093
542	0.05121147989
543	0.05120444663
544	0.05120061775
545	0.05119603558
546	0.05119237494
547	0.05118874785
548	0.05118041075
549	0.05117265057
550	0.05116536575
551	0.051158297
552	0.05115459605
553	0.05114922647
554	0.05114088635
555	0.05113545548
556	0.05113327897
557	0.0511281027
558	0.05112105821
559	0.05111806465
560	0.05110996909
561	0.05110486735
562	0.05109963237
563	0.0510964117
564	0.05109143757
565	0.05108686167
566	0.05108501914
567	0.05107841302
568	0.05106484356
569	0.05106185245
570	0.05105719437
571	0.05104988494
572	0.05104530575
573	0.05103971365
574	0.05103294369
575	0.05102813767
576	0.05102302946
577	0.05101578962
578	0.05101093016
579	0.05100628121
580	0.05100138668
581	0.0509964808
582	0.05099301481
583	0.05099052651
584	0.05098576545
585	0.05098276993
586	0.05097025081
587	0.05096522929
588	0.0509583102
589	0.05095314724
590	0.05094929639
591	0.0509454699
592	0.0509416891
593	0.05093629196
594	0.05093051788
595	0.05092598772
596	0.05092171476
597	0.05091503274
598	0.05090820598
599	0.0509038005
600	0.05089663856
601	0.05089005561
602	0.05088726014
603	0.05088230326
604	0.05087363213
605	0.0508683591
606	0.05085910272
607	0.05085345601
608	0.05084698796
609	0.05084351099
610	0.05083730158
611	0.05083454773
612	0.05083084172
613	0.0508268726
614	0.05082070889
615	0.05081627855
616	0.05081012436
617	0.05080689221
618	0.05079957661
619	0.05079439185
620	0.05078688199
621	0.05077991705
622	0.05077641773
623	0.05076446829
624	0.05076268818
625	0.05076115702
626	0.05075183966
627	0.05074823318
628	0.05074425571
629	0.05074095824
630	0.05073727544
631	0.05073293069
632	0.05072636773
633	0.05072258117
634	0.05071821981
635	0.05071436505
636	0.05071218521
637	0.05070423747
638	0.05069699228
639	0.05069330885
640	0.05068923025
641	0.05068384756
642	0.05067875664
643	0.05067273318
644	0.05066780584
645	0.05066073022
646	0.05065554267
647	0.05064968852
648	0.05064422537
649	0.05063757793
650	0.05062823664
651	0.05062450265
652	0.05061878431
653	0.05061408222
654	0.05060925917
655	0.05060169837
656	0.05059346213
657	0.05058616406
658	0.05058053911
659	0.05057811282
660	0.050573136
661	0.05057200541
662	0.05056608845
663	0.05055994392
664	0.0505540386
665	0.05055174912
666	0.05054531903
667	0.05053720924
668	0.05053419503
669	0.05052955108
670	0.05052346824
671	0.05051901381
672	0.05051192244
673	0.05051006141
674	0.05050717871
675	0.05050040831
676	0.050496712
677	0.05049247857
678	0.05048602938
679	0.05048038902
680	0.05047607986
681	0.05047235868
682	0.05046733424
683	0.05046123923
684	0.05045782525
685	0.05045262351
686	0.05044990533
687	0.05044572673
688	0.05044152191
689	0.05043758859
690	0.0504324104
691	0.05042695194
692	0.0504225856
693	0.05041940994
694	0.05041608478
695	0.0504116729
696	0.05040752419
697	0.05040252264
698	0.0503931779
699	0.05038674604
700	0.05038105377
701	0.05037262891
702	0.05036726078
703	0.05036530966
704	0.050363338
705	0.05035983921
706	0.05035269712
707	0.05034802033
708	0.05034500075
709	0.05034169669
710	0.05033718646
711	0.05033186215
712	0.05032800595
713	0.05032523659
714	0.05032327436
715	0.05031963372
716	0.05031755653
717	0.05031428433
718	0.05031086202
719	0.05030458433
720	0.05030126184
721	0.0502966173
722	0.05029362738
723	0.05028820699
724	0.05028400924
725	0.0502746461
726	0.05026356808
727	0.05025824419
728	0.05025373222
729	0.05024872924
730	0.05024517166
731	0.05024347873
732	0.05024064539
733	0.05023405415
734	0.05023031185
735	0.05022326933
736	0.05021618368
737	0.05021146466
738	0.05020889746
739	0.05020265146
740	0.05019751724
741	0.05019279009
742	0.05018779124
743	0.05018230726
744	0.0501782682
745	0.05017495226
746	0.05017060018
747	0.05016499322
748	0.05015908799
749	0.05015634705
750	0.05015110922
751	0.05014523657
752	0.05014138353
753	0.05013632829
754	0.05012973641
755	0.05011994128
756	0.0501164934
757	0.05011050716
758	0.05010688038
759	0.0500971863
760	0.05009259044
761	0.05008917378
762	0.0500845207
763	0.05007863196
764	0.05007444942
765	0.05007208294
766	0.05006837532
767	0.05006192366
768	0.05005787324
769	0.05005363938
770	0.05005025636
771	0.05004463891
772	0.05004046475
773	0.05003552898
774	0.05003070787
775	0.05002636287
776	0.05002191656
777	0.05001417237
778	0.05000785476
779	0.05000203949
780	0.04999636174
781	0.0499929276
782	0.04998775709
783	0.04998265017
784	0.04997764748
785	0.04997284272
786	0.04996607002
787	0.04996318392
788	0.04995959947
789	0.04995601379
790	0.04994866595
791	0.04994379348
792	0.0499400686
793	0.04993742688
794	0.04993537317
795	0.04992803904
796	0.04992550333
797	0.04992182994
798	0.04991209917
799	0.04990544876
800	0.04989871567
801	0.0498939897
802	0.04988794685
803	0.04988038654
804	0.04987508477
805	0.04986955142
806	0.04986264584
807	0.04985621339
808	0.04984876975
809	0.0498406224
810	0.04983701585
811	0.04983167959
812	0.04982626534
813	0.04982315667
814	0.049819649
815	0.04981083257
816	0.04980512208
817	0.0497965734
818	0.04979109104
819	0.04978823488
820	0.04978301393
821	0.04977896908
822	0.04977547009
823	0.04977198308
824	0.04976921249
825	0.04976582042
826	0.04976264657
827	0.04975875793
828	0.0497530752
829	0.04974969491
830	0.049743682
831	0.04974046975
832	0.04973591622
833	0.04973114706
834	0.04972147762
835	0.04971803276
836	0.04971088564
837	0.04970615134
838	0.04970272687
839	0.04969955689
840	0.04969729431
841	0.04969087262
842	0.04968788137
843	0.0496854261
844	0.04968239807
845	0.04967529494
846	0.04967119736
847	0.04966646181
848	0.04966430374
849	0.04966036487
850	0.04965495105
851	0.04964735193
852	0.04964159104
853	0.04963889785
854	0.04963429289
855	0.04963039072
856	0.04962798579
857	0.04962406052
858	0.04962096148
859	0.04961704453
860	0.04961366715
861	0.04960949231
862	0.04960113269
863	0.04960009331
864	0.04959759563
865	0.04959605649
866	0.04959172817
867	0.04958822435
868	0.04958078609
869	0.04957829054
870	0.04957410314
871	0.04956872539
872	0.04956459098
873	0.04956063614
874	0.04955574263
875	0.04954827397
876	0.04954297758
877	0.04953894515
878	0.04953253354
879	0.04952592363
880	0.04952124584
881	0.0495180687
882	0.04951083228
883	0.04950831641
884	0.04950383358
885	0.04949786264
886	0.049495847
887	0.04949227982
888	0.04948783692
889	0.0494824791
890	0.04948047915
891	0.04947523227
892	0.04947321029
893	0.04946955842
894	0.04946714372
895	0.04946340902
896	0.0494559251
897	0.04945253398
898	0.04944912593
899	0.0494442196
900	0.04944104698
901	0.0494388247
902	0.04943478711
903	0.04943137932
904	0.04942886687
905	0.04942091027
906	0.04941803211
907	0.04941341328
908	0.04941172842
909	0.04940735474
910	0.04939816796
911	0.04939604908
912	0.04939200118
913	0.04938797316
914	0.04938351424
915	0.04938112892
916	0.04937886724
917	0.04937479462
918	0.04936749445
919	0.04936481133
920	0.04936014481
921	0.04935800079
922	0.04935485128
923	0.04934766974
924	0.04934439535
925	0.04934166405
926	0.04933559821
927	0.0493308745
928	0.04932411103
929	0.04931906036
930	0.04931658598
931	0.04931237615
932	0.04931012767
933	0.04930618908
934	0.04930158694
935	0.04929755387
936	0.04929594452
937	0.04929518017
938	0.04928897554
939	0.04927984936
940	0.04927628851
941	0.04926986875
942	0.04926741222
943	0.04926472894
944	0.04926197215
945	0.04925644283
946	0.04924897197
947	0.04924590245
948	0.04924191723
949	0.04923831496
950	0.04923339014
951	0.0492284263
952	0.04922369328
953	0.04921940461
954	0.04921393228
955	0.04920910961
956	0.04920328597
957	0.04920095612
958	0.04919624156
959	0.04919409999
960	0.04918944838
961	0.04918453113
962	0.04917901129
963	0.04917573613
964	0.04917290728
965	0.049167868
966	0.04916518136
967	0.0491610671
968	0.0491595855
969	0.04915654525
970	0.04915223114
971	0.04914670035
972	0.04914164706
973	0.04913662052
974	0.04913441611
975	0.04913006239
976	0.04912484119
977	0.049121438
978	0.04911626591
979	0.04910995453
980	0.04910436258
981	0.04909743276
982	0.04909465567
983	0.0490914666
984	0.04908611047
985	0.04908023099
986	0.04907651038
987	0.04907339986
988	0.04906769328
989	0.04906564805
990	0.04906124533
991	0.04905287157
992	0.04904925452
993	0.04904686778
994	0.04904174588
995	0.0490390154
996	0.04903614286
997	0.04903251022
998	0.04903148525
999	0.04902846086
